,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
SVN,1411.08098264737,1417.90093676461,1424.72089088025,1431.54084499749,1438.36079911313,1445.18075322877,1452.00070734601,1458.82066146165,1465.64061557889,1472.46056969453,1479.28052381177,1486.10047792741,1492.92043204465,1499.74038616029,1506.56034027753,1513.38029439317,1520.20024850881,1527.02020262605,1533.84015674169,1540.66011085893,1547.48006497457,1579.07561984004,1610.67117470072,1642.26672956459,1673.86228444441,1705.45783930828,1737.05339417215,1768.64894903603,1800.2445038999,1831.84005876377,1863.43561362764,1895.03116849151,1926.62672335538,1958.2222782352,1989.81783309907,2021.41338796294,2053.00894282681,2084.60449769069,2116.20005255456,2147.79560741843,2179.3911622823,2194.55702863099,2209.72289496374,2224.88876129648,2240.05462762923,2255.22049396197,2270.38636029471,2285.55222664341,2300.71809297615,2315.8839593089,2331.04982564164,2371.21128649728,2411.37274735292,2451.5342081926,2491.69566904824,2531.85712990388,2572.01859075952,2612.18005159921,2652.34151245485,2692.50297331048,2732.66443415017,2732.66443415017,2732.66443415017,2732.66443415017,2723.03531266755,2713.40619118492,2703.77706970229,2694.14794821967,2684.51882673704,2674.88970525441,2665.26058377179,2693.34552143742,2732.66443415017,2833.7702097337,2993.85435437838,3097.76862372368,3266.27824966965,3167.98096786385,3398.27745666464,3527.4681698819,3409.5114317277,3260.66126213014,2915.21652893693,2965.76941672869,3033.17326710708,2946.10996036434,3283.12921225627,3291.55469355755,3507.8087135335,3651.04189559156,3619.79740244591,3588.55290930027,3557.30841615463,3526.06392300899,3494.81942986334,3463.5749367177,3432.33044357206,3401.08595042642,4004.91211008605,4339.1228682162,4010.52909760961,4114.44336695492,3743.72218985785,3909.6135864259,4399.31222821813,4761.40210341955,4654.52976139975,5171.34526609252,5716.87274326823,6000.80224893278,6820.68857427872,7385.35736644305,7642.17000920705,8444.51012914676,9162.30944122006,9128.81213998997,9548.32596015726,9770.04619210879,10302.8127926254,11208.8350354202,12188.2323190046,13000.1430964386,13583.9532035916,14354.3911318836,15632.0739073741,16378.5851919303,16624.2320676176,17702.5261453099,19053.5839615901,20340.8373945749,20135.0682584472,19849.5436432003,19763.4077257515,19817.6414515526,20184.5166555012,20340.8373945749,20903.9110771568,20618.3864619099,19959.6062043849,19752.2419586748,18106.0888696534,15772.0801617784,14827.596460745,15700.1818362556,16733.1420474376,17701.1938130815,18410.8795615292,18824.0638547036,19090.5552154314,19749.4715784527,20197.2169829496,20672.0116922779,21429.2637191731,21499.3052825725,22805.7048624371,23228.381963494,24265.1842633899,25872.555557074,26813.3717511441,25091.6966345774,25076.9017468271,24487.703036272,,,,
SWE,1360.00253251876,1333.45973216291,1304.38904605888,1322.08424629611,1335.98761791108,1418.14390472681,1404.24053311184,1442.15881933448,1459.85401957171,1511.67567740932,1539.48242063926,1478.81316268303,1433.31121921586,1495.24442004618,1521.78722040203,1548.33002075788,1523.05116327612,1545.8021350097,1406.76841886001,1507.88384878706,1700.00316564844,1759.40848073058,1791.00705258278,1811.23013856819,1879.48305376895,1812.49408144228,1927.5128829843,1884.5388252653,1816.28591006455,1916.1373971175,1870.63545365033,1937.624425977,1866.84362502807,2007.14128405184,1964.16722633285,1999.55762680731,2019.78071279272,1959.1114548365,1990.7100266887,2021.04465566681,2066.54659913398,2179.03751492782,2151.23077169788,2203.05242953549,2213.1639725282,2320.59911682568,2381.26837478191,2474.80014746443,2559.48432002833,2622.68146373273,2632.79300672543,2701.04592192619,2665.65552145172,2805.9531804755,2853.98300969084,2812.27289484594,3037.25472643361,3239.4855862877,3139.63409923475,3156.06535659789,3214.20672880594,3293.83512987349,3418.96547440821,3632.57182012909,3709.67233544846,3838.59450860545,4050.93691145224,3805.73199387916,3516.28907571299,3570.63861929878,3796.88439376054,3602.23719115098,3860.08153746494,3982.68399625148,4254.43171418042,4351.7553154852,4564.09771833199,4711.9790346003,4847.22092212772,5135.3998974198,5356.58990038521,5218.82012710961,5015.32532438143,5097.48161119716,5427.37070133414,5677.63139040358,5864.69493576861,6010.04836628874,6194.58402590559,6636.96403183642,6136.44265369754,5955.69882270295,5992.3531660515,6168.04122554975,6333.61774205528,6502.98608718308,7136.2214671012,7698.67604607039,7788.41599013064,8029.82907908146,8517.71102847945,9017.62167929501,8918.96645317146,9123.07512560609,9577.56363564402,9857.0721783119,10125.86105426,10270.6430434081,10475.0677568682,10998.7824037784,11414.9376868243,11997.7833894817,12357.8058503716,12896.5453667437,13667.6344662547,14074.1070841263,14193.7128945191,14547.6116733129,14977.9963121482,15633.1690172495,16573.3533271025,16530.2296453974,16810.5317557096,17365.7981025064,17545.0776095155,18306.2293250139,18393.9383463766,17669.4239733156,17615.9086565608,18236.9220851291,18437.3983586001,18199.9229258927,18233.9886360646,18530.8167547115,19530.9246918982,19959.8058540246,20966.8021976212,21779.8588193133,22598.1082913019,23521.5901545213,23741.8613282261,23456.3087976888,23155.9913302254,22393.0886591598,23694.5488389274,25220.9402280448,25587.4353102446,26764.9439079849,28293.2652934432,30260.8994229531,31915.6240868527,31557.0462425349,31623.2062257753,31660.7717098478,32543.2809662323,31354.6449105666,33038.7772645186,35420.771764148,35441.9696949357,33056.004466707,35310.6065799424,36322.6951214771,,,,
SWZ,424.648612686319,427.007771645298,429.366930605175,431.726089564155,434.085248524032,436.444407483011,438.803566442889,441.162725401868,443.521884360847,445.881043320724,448.240202279704,450.599361239581,452.95852019856,455.317679158438,457.676838117417,460.035997076396,462.395156036274,464.754314995253,467.11347395513,469.47263291411,471.831791873987,476.234471528083,480.63715118218,485.039830836276,489.442510490373,493.845190145367,498.247869799464,502.65054945356,507.053229107657,511.455908762651,515.858588416748,520.261268070844,524.663947724941,529.066627379037,533.469307034032,537.871986688128,542.274666342224,546.677345996321,551.080025651315,555.482705305412,559.885384959508,564.288064613605,568.690744267702,573.093423922696,577.496103576792,581.898783230889,586.301462884985,590.704142539082,595.106822194076,599.509501848173,603.912181502269,608.314861156366,612.71754081136,617.120220465457,621.522900119553,625.92557977365,630.328259427746,634.730939082741,639.133618736837,643.536298390934,647.93897804503,652.341657699127,656.744337354121,661.147017008218,660.773109598639,660.39920218906,660.025294780379,659.651387370801,659.277479961222,658.903572552541,658.529665142962,658.155757733384,657.781850324703,657.407942915124,657.034035505546,656.660128095967,656.286220687286,655.912313277707,655.538405868129,655.164498459448,654.790591049869,654.41668364029,654.04277623161,653.668868822031,653.294961412452,652.921054002874,652.547146594193,652.173239184614,651.799331775035,651.425424366354,651.051516956776,650.677609547197,650.303702138516,649.929794728938,649.555887319359,649.18197990978,648.808072501099,648.434165091521,648.060257681942,647.686350273261,647.312442863683,668.859597688548,674.246386394765,684.122165689495,706.567118632064,711.953907338281,720.931888515308,730.807667810038,733.501062163147,756.843813223418,839.441240052071,922.936464998427,1089.92691489114,1124.04324336384,1256.01956666615,1415.82763161724,1438.27258455981,1534.336983154,1425.70341091197,1447.25056573683,1542.39284355299,1944.37759159758,2174.09884917843,1880.00775293001,2311.32763585125,2796.87785966536,2718.08677882046,2590.60174524032,2326.94471037473,2442.15015008438,2817.33571492755,2890.01277223409,2874.19462456872,3012.60605876479,2927.73948072318,2887.97282237588,3402.07772583087,3656.51046280741,3647.55944172702,3669.4974630363,4162.183652628,4328.68235567139,4526.67706311154,4997.14079129876,5148.27733781041,5888.07065916063,6295.3484779085,6178.1159275355,5970.55578074026,5765.96385565517,5566.2167816441,5462.19908864013,5411.19832961912,2152.5662492141,2133.58773490979,5119.07303070321,5209.75136528122,4778.76053777691,5342.42026189557,5457.68458468496,5658.50821309238,5856.18276794915,,,,
SYC,809.036875496737,813.531524805052,818.026174113367,822.520823421682,827.015472729997,831.510122038313,836.004771346628,840.499420654943,844.994069963258,849.488719271574,853.983368579889,858.478017888204,862.972667196519,867.467316504834,871.961965813149,876.456615121464,880.95126442978,885.445913738095,889.94056304641,894.435212354725,898.929861663041,907.317808979865,915.705756296689,924.093703613513,932.481650930337,940.869598247161,949.257545562598,957.645492879422,966.033440196246,974.42138751307,982.809334829894,991.197282146718,999.585229463543,1007.97317678037,1016.36112409719,1024.74907141401,1033.13701873084,1041.52496604628,1049.9129133631,1058.30086067992,1066.68880799675,1075.07675531357,1083.4647026304,1091.85264994722,1100.24059726404,1108.62854458087,1117.01649189769,1125.40443921313,1133.79238652995,1142.18033384678,1150.5682811636,1158.95622848043,1167.34417579725,1175.73212311407,1184.1200704309,1192.50801774772,1200.89596506455,1209.28391238137,1217.67185969681,1226.05980701363,1234.44775433046,1242.83570164728,1251.2236489641,1259.61159628093,1285.2268281151,1311.36254673573,1338.02931910218,1365.23792651448,1392.99936894847,1421.32486950184,1450.22587888051,1479.71408007915,1509.80139299095,1540.49997929072,1571.8222473041,1603.78085700159,1636.38872508973,1669.65903024096,1703.60521836516,1738.24100804761,1773.58039608402,1809.63766307118,1846.42737919166,1883.96441009576,1922.26392283885,1961.3413920407,2001.21260604484,2041.8936733692,2083.4010290874,2125.75144152912,2168.9620189943,2213.05021662002,2258.03384344145,2303.93106953623,2350.760433349,2398.54084914091,2447.29161463326,2497.03241869284,2547.78334936402,2599.56490187308,2652.39798688231,2800.83239305197,2843.83675371795,2891.00282670645,3015.85419638187,3001.98182197349,2972.84983571589,3032.50104567192,3051.92236984366,3126.83319164891,3283.59102246361,3108.33203363175,3192.18965490112,3339.21764369333,3550.90437992205,3284.25021523723,3087.43500459862,3130.43204326234,3653.82690953979,3014.71421381118,3602.21730952532,4072.6048991615,4227.70975781381,4452.74997845775,4432.63285216169,4485.55350513274,4888.4562500054,5527.18210641854,5863.90940976316,6532.82923594518,5475.00609909427,5111.63870025501,4527.41215251074,4870.64517382041,5402.36825194754,5697.26181749776,5589.13152028414,6446.35276634176,6716.86088257863,7184.89055192637,7823.58682556547,7890.30116819116,8275.02797630469,8863.57113036941,9057.22146837176,8425.24485360708,8102.93181408257,9425.24008858494,10201.5569882576,10373.7080350011,10171.3018595383,9242.42363929009,9895.17319866295,9307.81678565021,9131.04282770629,9345.7947031153,10429.9369459943,11030.3102784928,10196.0133454645,10004.36998169,10376.9660850239,11324.1608764445,11876.5132359094,12752.6929097756,13254.1293159276,
SYR,433.973951138957,436.07164227492,438.169333410883,440.267024546845,442.364715682808,444.462406818771,446.560097954734,448.657789090696,450.755480226659,452.853171362622,454.950862498585,457.048553634547,459.14624477051,461.243935906473,463.341627042435,465.439318178398,467.537009314361,469.634700450324,471.732391586286,473.830082722249,475.927773858212,482.563380977212,489.198988096775,495.834595215775,502.470202335338,509.105809454338,515.741416573902,522.377023692901,529.012630812465,535.648237931465,542.283845051028,548.919452170028,555.555059289592,562.190666408591,568.826273529847,575.461880648846,582.097487767846,588.733094886846,595.368702005845,602.004309124845,608.639916243845,615.275523362844,621.911130481844,628.546737600844,635.182344719843,641.817951838843,648.453558957843,655.089166076842,661.724773195842,668.360380314842,674.995987433841,681.631594552841,688.267201671841,694.90280879648,701.538415915479,708.174023034479,714.809630153479,721.445237272478,728.080844391478,734.716451510478,741.352058629477,747.987665748477,754.623272867477,761.258879986476,777.398482666356,793.538085346236,809.677688026116,825.817290711635,841.956893391515,858.096496071395,874.236098751275,890.375701431155,906.515304111035,922.654906796554,938.794509476434,954.934112156314,971.073714836194,987.213317516073,1003.35292019595,1019.49252288147,1035.63212556135,1051.77172824123,1067.91133092111,1084.05093360099,1100.19053628087,1116.33013896639,1132.46974164627,1148.60934432615,1164.74894700603,1180.88854968591,1197.02815236579,1213.16775505131,1229.30735773119,1245.44696041107,1261.58656309095,1277.72616577083,1293.86576845071,1310.00537113623,1326.14497381611,1342.28457649599,1358.42417917587,1276.65933651065,1571.01277010542,1739.05361916911,1947.13104636541,1713.67832316956,1978.14529703153,2045.24885756367,1713.67832316956,1726.64791890266,1712.82137986722,1805.55088898006,2173.85322609629,1702.57437516833,2352.19166832,2297.11536611925,1994.20810356317,2219.48959449573,2243.57945595292,2661.2806023799,2775.26482635803,2976.5321271143,3553.57405425979,3126.53949539157,3872.07993325297,4310.75813447447,3694.63803798311,3069.49123223712,2831.69299504646,2547.55629081048,2420.99491491817,2261.12495037794,2094.69572584183,1855.47417280703,1667.89408155864,1608.13427218569,1398.52000086868,1260.64330777768,1289.05355041658,1153.91935989223,1060.93523196207,951.645047568463,954.364681542502,886.669809091571,833.175363661242,867.383869198328,851.065093048392,953.379462047631,1080.30951758002,1134.30233158283,1366.11497847457,1528.39953044304,1854.29119289057,2223.78251724518,3031.67513149412,4494.24790436354,4290.40026778569,4474.65685538758,4648.74449579443,4667.89533692039,4980.83378501844,4890.62004825475,,,,
TCD,762.429113114337,766.66483041038,770.900547703981,775.136265000024,779.371982296067,783.607699589668,787.843416885711,792.079134179312,796.314851475354,800.550568771397,804.786286064998,809.022003361041,813.257720654642,817.493437950685,821.729155246728,825.964872540329,830.200589836371,834.436307129973,838.672024426015,842.907741722058,847.143459015659,855.048185521081,862.952912026504,870.857638531926,878.762365037349,886.667091542771,894.571818048193,902.476544553616,910.381271059038,918.28599756446,926.190724069883,934.095450575305,942.000177080728,949.90490358615,957.809630091572,965.714356596995,973.619083102417,981.523809607839,989.428536113262,997.333262616243,1005.23798912167,1013.14271562709,1021.04744213251,1028.95216863793,1036.85689514335,1044.76162164878,1052.6663481542,1060.57107465962,1068.47580116504,1076.38052767047,1084.28525417589,1092.18998068131,1100.09470718673,1107.99943369216,1115.90416019758,1123.808886703,1131.71361320842,1139.61833971385,1147.52306621927,1155.42779272469,1163.33251923011,1171.23724573554,1179.14197223852,1187.04669874394,1186.37537218014,1185.70404561634,1185.03271905009,1184.36139248629,1183.69006592005,1183.01873935625,1182.34741279001,1181.67608622621,1181.00475965996,1180.33343309616,1179.66210652992,1178.99077996612,1178.31945339988,1177.64812683608,1176.97680026983,1176.30547370603,1175.63414713979,1174.96282057599,1174.29149400975,1173.62016744595,1172.94884088215,1172.2775143159,1171.6061877521,1170.93486118586,1170.26353462206,1169.59220805582,1168.92088149201,1168.24955492577,1167.57822836197,1166.90690179573,1166.23557523193,1165.56424866569,1164.89292210188,1164.22159553564,1163.55026897184,1162.8789424056,1162.2076158418,1186.62374222503,1213.48148124658,1237.89760762981,1264.75534665137,1291.61308567292,1318.47082469448,1347.77017635435,1374.62791537591,1401.48565439746,1389.27759120585,1398.95448729752,1513.86268297891,1427.61831439875,1381.89953490797,1417.44101143024,1399.30596989501,1416.6521893414,1404.39402463983,1499.95603699707,1525.0247758421,1526.74696499474,1372.88259970338,1238.13886965238,1370.09342455198,1494.05201003095,1475.49114145214,1414.2813344662,1375.51268994991,1064.89858711773,975.946209755124,954.666840512833,1008.93492099426,1110.02295306357,1076.33826183334,1465.22545824979,1130.96561606889,1035.23834235439,1406.81960097498,1323.42423250044,1334.89259074462,1518.49321594265,1269.19143283365,1240.8075285706,1265.94070902513,1273.25192640461,1094.73382664203,1071.52875974094,1102.1958177164,1121.89331945448,1045.5126480618,1062.18757682312,1064.17712486577,1257.27799978108,1895.2714459985,2211.96235921839,2506.97913486119,2405.00928915547,2469.75680251492,2213.37120788036,2563.91782105355,2363.02482800957,,,,
TGO,468.674414794373,471.278161543306,473.88190829224,476.485655039929,479.089401788863,481.693148537796,484.29689528673,486.900642035664,489.504388784598,492.108135533531,494.711882282465,497.315629031399,499.919375780332,502.523122529266,505.1268692782,507.730616027133,510.334362776067,512.938109525001,515.541856273934,518.145603021623,520.749349770557,525.608480941433,530.467612112309,535.326743283185,540.185874454061,545.045005624937,549.904136795813,554.763267965444,559.62239913632,564.481530307196,569.340661478072,574.199792648948,579.058923819824,583.9180549907,588.777186160332,593.636317331208,598.495448502084,603.35457967296,608.213710843836,613.072842014712,617.931973185588,622.791104355219,627.650235526095,632.509366696971,637.368497867847,642.227629038723,647.086760209599,651.945891380475,656.805022551351,661.664153720982,666.523284891858,671.382416062734,676.24154723361,681.100678404486,685.959809575362,690.818940746238,695.678071915869,700.537203086745,705.396334257621,710.255465428498,715.114596599373,719.973727770249,724.832858941126,729.691990110757,729.279317536732,728.866644962707,728.453972387438,728.041299813413,727.628627239389,727.215954664119,726.803282090095,726.39060951607,725.977936940801,725.565264366776,725.152591791507,724.739919217482,724.327246643457,723.914574068188,723.501901494163,723.089228920138,722.676556344869,722.263883770845,721.85121119682,721.438538621551,721.025866047526,720.613193472257,720.200520898232,719.787848324207,719.375175748938,718.962503174913,718.549830600888,718.137158025619,717.724485451594,717.31181287757,716.8991403023,716.486467728276,716.073795153006,715.661122578982,715.248450004957,714.835777429687,714.423104855663,726.86950041064,738.071256410119,749.273012409598,760.474768409077,772.921163964053,784.122919963532,795.324675963012,805.281792406993,816.483548406472,868.758409737374,931.901175071352,915.338192756778,955.976279452251,1031.08854579861,1118.58344350402,1260.736836093,1311.75493132476,1358.48272832387,1438.64439275333,1377.67803398002,1399.05357726836,1381.49235792439,1314.52293426568,1675.82664625547,1342.32176202115,1332.87035706441,1508.88273259821,1562.80107568942,1540.44310632742,1504.24282434453,1337.96059926373,1335.35252077364,1231.6659805085,1248.65128616597,1206.98933969224,1213.55682283078,1082.03003500195,1161.36734838163,1161.36177551526,1210.7168621568,1224.0544847742,1154.89427892299,968.389651241273,1056.86291166506,1098.28490171747,1147.84108736247,1219.32276621312,1058.4323994322,1106.72914542459,1040.42863594669,1020.79201254247,1056.50328187801,1028.92126468159,1023.39943966584,1003.51372635259,1096.65819852925,1153.61559026783,1036.64670865735,1102.2555661858,1130.74085120408,1192.34581576138,,,,
THA,596.433113340382,597.197771177998,597.962429015614,598.72708685323,599.491744690845,600.256402528461,601.021060366077,601.785718203693,602.550376041309,603.315033878925,604.079691716541,604.844349554157,605.609007391772,606.373665229388,607.138323067004,607.90298090462,608.667638742236,609.432296579852,610.196954417468,610.961612255084,611.7262700927,619.675728381903,627.714575465107,635.843744031696,644.064176070706,652.376822954323,660.782645532471,669.282614222351,677.877709102011,686.568920001905,695.357246600475,704.243698519735,713.229295419843,722.315067094688,731.502053575515,740.791305220479,750.183882822294,759.680857705828,769.283311826707,778.992337880983,788.804927224797,790.079452110123,791.342099560227,792.592922508547,793.83197369434,795.059305664691,796.274970771496,797.479021176493,798.671508846232,799.852485560121,801.022002903387,804.636113169746,808.22615642227,811.792233016263,815.334442943817,818.852885842867,822.347660994172,825.818867325339,829.266603408813,832.690967465899,836.092057366763,839.469970630433,842.824804427816,846.154265045987,843.522574093748,840.831385403922,838.082515695877,835.27774653786,832.418824929545,829.507463876538,826.545342954809,823.534108869098,820.475376003263,817.370726955547,814.221713072824,811.029854976812,807.79664307317,804.523538064623,801.211971446988,797.860085828143,829.044126297486,832.822619962062,836.613383743845,840.416452635991,844.231861722209,848.059646179778,851.899841280553,855.752482389959,831.062334040411,830.307737490132,829.553140939853,828.798544389574,828.043947839295,827.289351289017,826.534754738738,825.780158188459,825.02556163818,824.270965087901,823.516368537623,822.761771987344,951.245630601431,920.679134982561,875.584756016153,794.39708823065,830.38119392103,770.937440259975,782.710889807963,851.102003477785,849.234511324025,915.337458356733,992.351453967049,1028.13521294908,1042.36081420992,1077.21910785473,1140.0136916782,1226.3850343005,1357.95154016208,1370.84743385613,1418.88878732859,1519.13666816443,1999.00455831479,2015.63133231566,2066.60989869973,2242.33819714562,2218.97596085663,2230.95231612035,2399.63137988628,2564.82983502799,2764.86155786611,2842.36699421136,2859.55445077057,2941.23329774199,3015.21331804233,3094.04214841079,3251.12793391698,3325.12556263859,3375.95273906546,3559.91293492052,3857.20244241494,4143.43468504462,4436.36616144103,4761.16984115424,5304.54138942711,5781.51751583235,6371.39874987083,7122.54464393111,7797.10982652245,7257.60381947266,6479.15818168045,6485.71315983994,6598.1087586865,6631.5864085816,7074.66857435657,7568.12467308346,8041.59071405929,8335.04339221628,8703.48607326289,9136.93660749292,9091.98912602983,9128.9745257344,9832.27770097824,9679.79430096037,,,,
TJK,748.237310556014,751.853647384812,755.469984213611,759.08632104241,762.702657871209,766.318994700008,769.935331528806,773.551668357605,777.168005186404,780.784342015203,784.400678844001,788.0170156728,791.633352501599,795.249689330398,798.866026160957,802.482362989755,806.098699818554,809.715036647353,813.331373476152,816.94771030495,820.564047133749,834.469723273478,848.375399413206,862.281075552935,876.186751692664,890.092427832392,903.998103972121,917.90378011185,931.809456251578,945.715132391307,959.620808531035,973.526484670764,987.432160810493,1001.33783695022,1015.24351308995,1029.14918922968,989.886850218783,1156.45434905347,1112.4329386479,1035.09802847434,1030.33895707967,943.485904114998,1033.90826062611,1170.73156323925,1331.35022283104,1232.59949137881,1357.52511550438,1334.91952637748,1369.42279399371,1453.89631126016,1422.96234719038,1457.4656148066,1584.7707746304,1475.31213253883,1631.17172073418,1444.37816846905,1380.13070463304,1325.40138358638,1447.9474720155,1503.86656091039,1603.80706021085,1482.45073963172,1601.42752451263,1682.33173823264,1606.18659590907,1653.77730986108,1469.36329329417,1290.89811597015,790.005851617862,681.736977374522,684.116513072739,625.81788847963,726.948155630079,837.596565569875,1060.08315329946,1325.40138358638,1488.39957887462,1550.26750701417,1629.98195288419,1649.01823846641,1722.78384509352,1739.44059497576,1712.07593445419,1776.32339829724,1939.3215935802,2217.72727019939,2368.82778700007,2565.13948205455,2558.00087495814,2661.51067781209,2550.86226787933,2505.0562056847,2459.25014350767,2413.44408133064,2367.63801915361,2321.83195697658,2276.02589479955,2529.4464465901,2857.82237286656,3120.76106746407,3380.13045850457,3338.48858379018,3494.34817199433,3584.77052850193,3695.41893843468,3941.70088314643,4242.71214890132,4254.6098273836,4493.75316499894,4365.25823731636,4693.63416359282,4875.66864447208,4925.63889411175,4741.22487755716,5281.37948090978,5513.38421142871,5715.64474573313,5904.8178336912,6189.17234956033,6216.53701009951,6632.95575717302,6742.41439927691,6713.85997089127,7208.8033960077,7161.97408892016,6934.31002479986,7009.93256442833,6930.17349606353,6864.61217813386,6602.06982932116,6390.18062572707,6234.21269241179,6173.6689334541,6156.38605119877,6020.26410015009,5866.97226192585,5901.71919693921,5776.39925309868,5703.85343521342,5613.91259140641,5645.4551993324,5461.31528735224,2799.50932987028,2564.29567265513,1899.66824245917,1797.9275237715,1344.89379879521,1634.89457101895,1456.25446326661,1298.85597116743,1328.91925980757,1430.6496543891,1571.6310591445,1750.11875714486,1912.12756430015,1945.59819708782,2057.21054980823,2153.71639365404,2189.57226201263,2289.4693186224,2524.07863696325,2419.10418283298,,,,
TKM,1279.89935277557,1286.08528750807,1292.27122224057,1298.45715697052,1304.64309170303,1310.82902643298,1317.01496116548,1323.20089589798,1329.38683062793,1335.57276536044,1341.75870009039,1347.94463482289,1354.13056955539,1360.31650428534,1366.50243901785,1372.6883737478,1378.8743084803,1385.0602432128,1391.24617794275,1397.43211267526,1403.61804740776,1427.40443929025,1451.19083117529,1474.97722305777,1498.76361494281,1522.55000682785,1546.33639871033,1570.12279059537,1593.90918248041,1617.6955743629,1641.48196624793,1665.26835813297,1689.05475001546,1712.8411419005,1736.62753378554,1760.41392566802,1693.25362561585,1978.17611069319,1902.87516820797,1770.58972870677,1762.44908627628,1613.88236191411,1768.55456810107,2002.59803798721,2277.34472002836,2108.42638958868,2322.11825339732,2283.45020185059,2342.46985947483,2486.96626262048,2434.05208682102,2493.07174444526,2710.83392947299,2523.59915356151,2790.20519317728,2470.6849777595,2360.78630494407,2267.16891698961,2476.79045958173,2572.443008147,2743.39649918472,2535.81011720597,2739.32617798353,2877.71709930951,2747.46682041146,2828.87324471636,2513.42335052276,2208.14925936537,1351.34664351997,1166.14702821676,1170.21734943328,1070.4944796566,1243.48313131024,1432.75306782742,1813.32810147003,2267.16891698961,2545.98592024472,2651.8142718513,2788.17003255113,2820.73260228842,2946.91255995973,2975.40480847027,2928.59611450326,3038.4947873187,3317.31179057126,3793.53937277148,4052.00476994143,4387.80627021508,4375.59530658595,4552.65427945101,4363.38434293128,4285.03065954005,4206.67697614883,4128.32329273206,4049.96960934083,3971.61592594961,3893.26224255839,4326.7514519928,4888.45577972466,5338.22627401493,5781.89128650342,5710.66066522706,5977.26670485049,6131.93891103234,6321.20884755207,6742.48709333181,7257.38272709666,7277.73433317927,7686.80161532987,7467.004269699,8028.70859740531,8340.08817039515,8425.56491592679,8110.11502173575,9034.07793762566,9430.93425612158,9776.91155944931,10100.5020960683,10586.905481297,10633.7141752896,11346.0203879766,11533.2551638957,11484.4113093025,12331.0381221143,12268.0228728319,11894.6168900488,12041.1070237376,11920.7081686677,11824.4058532497,11388.0353671365,11037.9189388387,10783.5325507072,10693.703724097,10678.6420466223,10457.0961067157,10205.0459207585,10279.8042013837,10075.5526408924,9962.89155563021,9819.47038087866,9269.2511671892,8524.64468020597,7087.43126159687,7832.47297758195,5381.19197993438,4955.38108716908,5099.85486513196,4796.31424295507,5240.70401848068,5657.16365697201,7098.27816933949,6509.25525107228,6654.61452695087,6697.16088710909,6970.77477537227,8506.55506773713,9445.28724441866,9815.24578613674,9543.06530396292,10270.1653216316,11643.6007101356,12687.7680669563,,,,
