ISO,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
GBR,0.7664822600107154,0.7737667765258082,0.7824686531086437,0.7920676831950764,0.7980237526273047,0.8076908989623082,0.8256973875591365,0.8420982926879512,0.8561130629427749,0.8676497434838859,0.884063553965647,0.9021691461783791,0.9177781990856116,0.9309788118307019,0.9438854127058531,0.9506479058354824,0.9591243617890403,0.9689763568990502,0.9787750466610905,0.9882427881977991,0.9921294685725748,0.98981855769267,0.9865851006076884,0.9807554611804152,0.9744029933824597,0.9700118830662909,0.9636873260413742,0.9582712527914314,0.9548624677086476,0.9532797870267136,0.9501998654655456,0.9473140691756801,0.9450231209995502,0.9430251456277425,0.9420836954061919,0.9393816118739995,0.9336103523698114,0.9240428867496098,0.9124289776668846,0.9001599653330814,0.8890697076963839,0.87868436457659,0.8681675006495073,0.859535646335754,0.853651339361706,0.8532558261602695,0.85342850831055,0.8539913279838544,0.8528699125001592,0.853139188172362,0.8542090652400797,0.8573397797246008
GEO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9461524489776612,0.9054078785452735,0.9107305943858034,0.954331126357246,1.0106124582718077,1.0608291819116902,1.094306517431638,1.1141089222557998,1.1305880120022562,1.1442993717075183,1.2102248068679125,1.2587391000759216,1.256179409859525,1.2063315907049028,1.1400838694993891,1.0735950243969157,1.0178414662514954,0.9684475409301905,0.9213768710924976,0.8793328598694945,0.835071364758161,0.7914370131784703,0.7651933195048191,0.7436515934218957,0.7212680914692413,0.701932975818433
GGY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GHA,61.54178259777393,62.02147423318686,62.67376450752046,63.12675936999052,63.43181645753438,63.39858598795587,63.26639505811687,63.001751944716645,62.98581164566639,62.66821391880114,61.95881980245338,61.956292645153425,62.00772181463866,62.09240088445902,61.75509263186234,61.88434433225517,62.23763956693642,62.97353305248024,64.03785534162891,65.67839662515675,66.93610914894913,66.99975603636378,66.48344508249005,65.68657021191152,65.07435995787648,64.06866400767599,62.98317390834186,61.50896072633702,59.42528369621577,56.84844822662792,54.80252369098997,52.93382622183126,51.276391890361694,49.81282348220295,48.51461652374752,47.2485324194232,46.125713692368684,45.161610391175586,44.202216471992905,43.35062252366713,42.5347613563145,41.75799957922591,41.09019856920243,40.55507174513234,40.03298909300681,39.62242785668512,38.9304510755073,37.87671372072351,37.572760210143606,37.29662990659101,36.99338367880449,36.729524750450985
GIB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GIN,0.819500543297635,0.8413975896959226,0.8623991068190234,0.8864366316516871,0.9090574393446498,0.9331551214494164,0.9877019546941191,1.041141269738053,1.0904202504279632,1.139900021777686,1.1765788620517073,1.2131147904708786,1.240995341132047,1.2710882432600386,1.293644356006636,1.3161081384652844,1.3235930376123928,1.3366436252636626,1.3498293604577625,1.362906275642073,1.3795403423031112,1.3919733042970726,1.4103506120490668,1.4214256138905743,1.4344913087861653,1.4426414285186335,1.4542672290723366,1.466081123069356,1.4776746328520036,1.4858423278650632,1.492408853205417,1.50137228886403,1.50714755385179,1.509567792994851,1.5118546502138825,1.5117675149244183,1.5085764851627887,1.5005641499402316,1.4906300175959388,1.4879087618698796,1.492109052833397,1.5059328857348842,1.5366429192780446,1.5762808000250743,1.6277320992303477,1.6966893564509125,1.7682321859545465,1.848173813348146,1.892254469351422,1.9396541145140036,1.9908293919878302,2.0445602220825196
GLP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMB,1.7817853912111077,1.7626263635907449,1.7607244575294947,1.7715614528146717,1.7856667699309097,1.805095812742482,1.842593464144975,1.8812172703411658,1.9161268900279587,1.9334347949344661,1.9519085969804688,1.9697011240290745,1.9953551608779674,2.024076338661298,2.048373245276326,2.082911177346829,2.123125954461184,2.115502837942566,2.0965359979779055,2.1059899689188297,2.1242416831624658,2.145021956351442,2.1482127266156885,2.1450962149968147,2.153382564774232,2.156494818343206,2.1582391300113146,2.2073751324542874,2.287190304937103,2.36732111140798,2.464813273630367,2.5822786342958177,2.7072009591091692,2.8353180821322486,2.9519332698900365,3.0453902440498113,3.1205358591464227,3.186645953161404,3.286300332958999,3.4091131640727044,3.5086646521649194,3.620948196602748,3.7480309477749514,3.8722441259123266,3.9880403184847046,4.104778928441278,4.207151863160022,4.337378196231832,4.397423357812714,4.427403542343615,4.478132613078154,4.499480002108256
GNB,1.7649474023279712,1.870137057230125,2.0521157919787187,2.1827891945885667,2.3033622482826765,2.417296414955563,2.806409479435409,3.2531471821001263,3.67446433184273,4.132898764594599,4.56538782663379,4.9592995845998065,5.279780859542661,5.693070401466867,6.050641860486876,6.419114221615487,6.8047184274378125,7.138796505296765,7.454833926041817,7.790907193761882,8.111325203759067,8.436770804411706,8.791202694657269,9.030979826576118,9.286333185977131,9.506157695031293,9.53766075445215,9.540223838434773,9.564438065883447,9.536301240603049,9.51510374693428,9.48552248065748,9.403098978673238,9.31591490145107,9.424909861897799,9.414921310716618,9.41138152174764,9.390529799735443,9.374434149619583,9.36394036654799,9.337555585063715,9.29787943440817,9.265502946262513,9.245257784167013,9.03027336629432,8.918872344712351,8.77047713680164,8.582891208808144,8.495724120380304,8.375143602367963,8.250049595462695,8.142210403272477
GNQ,1.7222217712255805,1.7564639527378743,1.7861328108963836,1.8113155958744613,1.8410229267391176,1.8729273063823295,1.936946939992136,1.9978387161626063,2.058205492174772,2.113434595641922,2.172594478197989,2.2130080362460225,2.2608248519249914,2.302222809389658,2.3591079835754742,2.432350624613404,2.490794524780357,2.54112637110935,2.588233892780197,2.635631290099722,2.6844943754058166,2.713464076768036,2.7466681308335543,2.782144472543027,2.795700754335724,2.7964946611180777,2.805044257661071,2.8268352275334196,2.8156298341565544,2.7901344746147627,2.753138503070214,2.774028272928269,2.8264411335256283,2.7989661939158395,2.8088140240322894,2.825117864450575,2.8804298596610773,2.864821545326376,2.851794913480022,2.8819228423517727,2.90326025296078,2.910476915403332,2.8989196280619445,2.9757803425558254,3.021898995300373,3.1246699218488314,3.2865388762924788,3.5438480053548047,3.649975769765314,3.7519518291648457,3.903398276623259,4.0702026931591435
GRC,1.5756954468866282,1.5475925897064018,1.5265342195773448,1.5105981780108613,1.4965558942862223,1.480462815681745,1.4408330719077493,1.4157139577713918,1.3857536210916725,1.3671345631268281,1.3692290957388003,1.3746354850332607,1.3782270931477139,1.3856325419058868,1.3930569511797404,1.4093069337280588,1.4325986681454874,1.4635340693541163,1.5019500675794517,1.5463993604329311,1.575654961576975,1.606874825563572,1.6437913842969063,1.6848303685828412,1.723233070016289,1.7547973353571051,1.7850061746864498,1.8059459836035407,1.8223788867216157,1.83766292298369,1.851694863052971,1.8646913130215985,1.8723853761713691,1.8672466488503983,1.863622435887257,1.861881263174584,1.853429569305419,1.8435199448639785,1.8283014035725629,1.8018104273835918,1.7724437591453572,1.7460877279874147,1.7169542787490126,1.6925594645161184,1.6750649557842752,1.6683552450545265,1.6751864612702747,1.7028649134769502,1.7019242462364368,1.7070893662655877,1.7193571273851698,1.7326258111622497
GRD,1.0,1.0,1.0,1.0,1.0,1.0,1.174473272377988,1.3371341885530146,1.4877073013565627,1.6255767155327654,1.755796143247629,1.8842424161728508,2.0036276236276054,2.117044344184296,2.2221941151481017,2.3392500231560316,2.303033952069171,2.314599598167836,2.3656724034590506,2.4559209397487365,2.557433437249201,2.6561686781577407,2.7617282602012683,2.86507506160513,2.9908392463546027,3.1091701492975803,3.217052687141698,3.3062237782938957,3.383875221367146,3.460854665757812,3.5443805482808672,3.639952644014415,3.7414619632120796,3.8531039018913744,3.9286928093581155,4.000925538994855,4.063755100152174,4.128610451367353,4.171978699605275,4.170943738582528,4.180176063767809,4.164261828140195,4.1804408233843215,4.188686507204276,4.229329524783703,4.30631819883884,4.388108010417189,4.449046662565198,4.473756725732515,4.527898274156822,4.568326409145419,4.651648520770162
GTM,2.2442878454992927,2.247807055244983,2.246463865614807,2.2508076996666397,2.2543393074673004,2.254667178814768,2.251258241691183,2.2504978909467566,2.2452773970485316,2.244917013234029,2.234968567510843,2.2255803841024493,2.219730175588585,2.2095855687620647,2.204623328112884,2.204396529425197,2.202814912546862,2.2106724253591743,2.240628676940703,2.2818332749069237,2.326273455451012,2.365704891829462,2.403278178004516,2.4341830374994395,2.454512816747244,2.4682491164827476,2.476794643059941,2.471487988098334,2.4473944955882763,2.4153709487128974,2.3824283285992154,2.345920573943034,2.310185932136791,2.281736113499635,2.260685081946223,2.247125731814178,2.238723271927391,2.2378599328796485,2.2396038525820363,2.2431852853925833,2.2482924009278493,2.2557915921878244,2.260226659888091,2.259019526031954,2.2553242920005667,2.251631762558211,2.245273008351539,2.232541001521265,2.2274743807663753,2.219393209833074,2.2101051813734562,2.1991643783170427
GUF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GUM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GUY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HKG,2.29994585271922,2.2844399058907974,2.294116081256033,2.312339130100584,2.3271372143173235,2.322881766276555,2.3030452941124957,2.2792290569221376,2.257112039450993,2.2322862939070136,2.2060800115286017,2.1941803502127364,2.148789312304423,2.0872439180219793,2.024018314474616,1.971335844029013,1.9273493001171011,1.8853835709248343,1.8603074566433588,1.8458190221181145,1.8184154577641336,1.7892191204751824,1.7689568615203544,1.7444237781245953,1.7168111159837274,1.69913000498044,1.6854321010630957,1.6725908582905809,1.6513413543366613,1.6290904684783496,1.6140347750369959,1.5973667485094016,1.5935346858951944,1.6035935921179505,1.6372083861106745,1.6673504926904195,1.687734269246213,1.7129773146670348,1.7404026166131676,1.7680571167271821,1.785151731510301,1.7887109771377845,1.7826058076434763,1.7682283785145583,1.7346118159905142,1.706724369567914,1.6792680319749718,1.6435801788147661,1.6187017444953469,1.5892029464035091,1.5667218681384767,1.5503651167116548
HND,1.2836529880231928,1.2790909022975725,1.2782159290211073,1.2836310621123697,1.2875170234591793,1.2979228646632088,1.3185842235957295,1.3389701364331317,1.355360971783641,1.3604563034729478,1.3748567459672048,1.403003491701348,1.4225361564160377,1.432177748657401,1.4397158027301318,1.4425657185854597,1.4476949637098246,1.4530681648071975,1.4667444467075201,1.4889164994165944,1.499463773061017,1.5022203283391051,1.5126588955646114,1.5215342471529414,1.530288668456016,1.5362759003828876,1.5392469947613532,1.541186216735446,1.5369869039618824,1.5300364065285665,1.5370687730937376,1.5461500750485078,1.555247510271131,1.5708307833325241,1.5927202451455238,1.627095928995708,1.6532955139229208,1.6807014212089935,1.7067248028944362,1.7274134741925677,1.732782424843395,1.7343908814707691,1.7319232427297462,1.729793849774596,1.7271979535644486,1.7191686590456552,1.7110545466352665,1.7005290225487655,1.6921609964650877,1.6858085201409503,1.6821640388666734,1.6838228670755797
HRV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2729497547718984,1.642226641862147,2.069059762063554,2.537611567071907,2.971267596301472,3.370735176783314,3.748258333675671,4.10613821968303,4.465396073215709,4.837384017691137,4.9259958180214625,4.910116362478984,4.8233761240134765,4.685236842319403,4.579171486604617,4.503251404474243,4.443575815161633,4.396661839575008,4.355325213304525,4.344262834610945,4.355786704469139,4.381501010777934,4.379342365602262,4.388744507159695,4.40486418887568,4.433095723102514
HTI,1.1132404061041579,1.1100128756165863,1.1060052620307197,1.1055554178249085,1.1015026693801326,1.0949864328828578,1.086764607382913,1.0720726990742149,1.0686077254265791,1.062962204949853,1.0559261497900287,1.0549095836272306,1.0532110704945619,1.056152330077175,1.0643459437806815,1.076039469059991,1.08574421767639,1.110711891060487,1.1453663773452596,1.1866119093514698,1.2353266485872518,1.2873121453731489,1.3498835838943921,1.4149984670215678,1.4796094891102445,1.5555774534304165,1.6369267196409556,1.710914249396185,1.7920683754057993,1.8846878521887127,2.004321001401192,2.101140944967539,2.1899161489097083,2.2743154883788192,2.3625161581586,2.4459407392254287,2.5386427340686195,2.647043761918367,2.7540228530235584,2.8593904792720735,2.9597873552472294,3.085169784719655,3.2182526094629735,3.350558127239301,3.490989614254346,3.6298430025730726,3.7946374577085273,3.933344506639338,4.007582960351929,4.080160287144927,4.131246024758564,4.182188985585418
HUN,1.0,1.0,1.0,1.0,1.0,1.0,1.0530229277837504,1.1143402696518705,1.1813314732513447,1.251356497720666,1.3263650915790222,1.4063153678001907,1.4939951514687635,1.5844910506280097,1.6808925571930087,1.7878178034481471,1.8530905906438544,1.913785078447529,1.9716420460148338,2.032819329300095,2.0898916570923727,2.1487730148449566,2.203330762325797,2.253862489480808,2.304916161503612,2.3508260903060063,2.400369038292839,2.486773513929367,2.584096752712452,2.6814304047873465,2.7746626813794313,2.8608970953027173,2.948562174544242,3.0324765875572868,3.1036869775307294,3.1669394959379673,3.209300801466207,3.2058171166367666,3.181910743745587,3.1464941009809797,3.106639786341551,3.061115832173125,3.005958635799073,2.960245377168953,2.9236118798747133,2.9132420790372837,2.9087924970751873,2.90630201719753,2.8978188668209386,2.8936470788424686,2.8992268278152644,2.916527809570121
IDN,3.3984010248172423,3.3777441665257624,3.3537691617185774,3.3308096400405987,3.2946728075527725,3.270123082714909,3.206893304208971,3.162575698461233,3.106589640182478,3.0268655097256976,2.962287437225049,2.9088543514276215,2.8644777194809934,2.823707176218658,2.802910939797674,2.783865628229119,2.7749370852538924,2.776715645385937,2.809855094916127,2.8555240935111916,2.9017628610602295,2.953668806104832,3.006589253226782,3.065419100600317,3.124540143986863,3.1730279726462993,3.220515490171965,3.263136412374011,3.2862734349289395,3.309752268949846,3.3348923036163995,3.348232450577483,3.3632171838195917,3.3885121877473656,3.4814391038877837,3.586383148076533,3.686304838627687,3.7858159361204073,3.879640422067326,3.967397569055225,4.050933627989023,4.129881446309679,4.201047492611033,4.252119390354247,4.230984953188931,4.20593702871399,4.18608800016271,4.166637601828529,4.154056496356359,4.144662010797278,4.135625056058972,4.127884545342551
IMN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IND,2.1655661982729018,2.2123286662578434,2.2700027645567946,2.306736588376088,2.334371167689231,2.3425953289249497,2.3883405229620043,2.436067162018452,2.490833658189405,2.5482558314346235,2.6127189485688107,2.6434363714374163,2.666118895596402,2.689260986822601,2.7116473477041576,2.7750018434688637,2.8240542318306603,2.8596480092430885,2.882241708443506,2.8912137557378115,2.8933713566067927,2.904332986361184,2.905170440693334,2.9110363788704308,2.9055535194421003,2.869343400661217,2.8379428366283355,2.8218393568259286,2.800664303062463,2.7870549666963793,2.7660602683530477,2.7448904583345985,2.7200586588785773,2.6960327420902237,2.6826500426876017,2.66953181224594,2.659254457840105,2.638073988158168,2.6230178738705785,2.603950559366939,2.589426167170673,2.579413688747638,2.5756325651926244,2.57447553468861,2.588596734034465,2.606926407178937,2.622804443288991,2.6477168608690875,2.651385317417575,2.662610690787359,2.6795769299938987,2.7009883103266006
IRL,1.2470742865130706,1.2544736177254048,1.26675300118965,1.27407606597816,1.2744582207678228,1.2744624486907967,1.2809820044743572,1.2928698099062355,1.3042092732089787,1.3195456946292394,1.3349137081826876,1.3443538094814735,1.3542132436807814,1.3615557987009508,1.3730186913926863,1.3906706991165556,1.4072770026513075,1.4245721732393286,1.4461381226446073,1.470008473319758,1.4907305104791995,1.5118453897010777,1.531229493803489,1.5500443757446056,1.5647539460991786,1.5689706624023647,1.562325215382915,1.5524598510081655,1.537215496750544,1.514962177017983,1.4907048551504007,1.4608965767362836,1.4239781165926004,1.3866784783443449,1.3521399517621733,1.3180813819566333,1.2879217119512858,1.2572074064272658,1.2274441773664595,1.2021648776427494,1.180696054282249,1.1678620064410778,1.1606771046449422,1.1598580433037688,1.1716065664739643,1.1973380896708083,1.2255699257820045,1.2512666744597567,1.2654944659630754,1.2788974360509673,1.2965588130510637,1.3175524791527689
IRN,2.1670591109558472,2.1724136527477715,2.1789618398513917,2.185001487874801,2.1921970777078528,2.1941507647481653,2.370498403841787,2.5320077109893897,2.6752569806231237,2.8240205265030935,2.9862306082005468,3.2102913957563453,3.4335018586822983,3.722598343894654,4.138174385889269,4.677362215813182,5.29766367735358,6.027439023497273,6.596931711040978,7.116271420876769,7.728945382888455,8.295951825440387,9.001191855371161,9.668192731054585,10.292948047124241,10.738675903703522,10.80345039892756,10.689284278217075,10.748091807488766,10.880798474927703,10.92920734150769,10.9473102645611,10.76597674244338,10.55637700565171,10.259266300051927,10.008356122451328,9.868363158818712,9.826851162375434,9.747764766527013,9.594854583111866,9.417124364805012,9.263293453166693,9.154440657650458,9.01209085649467,8.90609837344832,8.84040667424481,8.779564784752699,8.719578146914243,8.68064718702447,8.683136167364417,8.681211530550705,8.669316989486553
IRQ,1.0,1.0,1.0,1.0,1.0,1.0,0.9598316526422639,0.9206357690416477,0.88899905132212,0.8535558902179343,0.8209185293358837,0.7915317634265587,0.7610650877685252,0.7394777997799042,0.718069547920589,0.6922467868175015,0.716522513087415,0.784195148712482,0.8705268642008871,0.986556626212135,1.1064267409081305,1.2289747726906253,1.3435329734433563,1.4233492163945418,1.5029688659963172,1.610080046624838,1.7129820662940243,2.1240410231567943,2.392647392274842,2.4961634966090136,2.5997865704485426,2.7531943180572687,2.7939244589763765,2.8162014286873736,2.789865021723852,2.7191210518371287,2.640336716108935,2.2085899567215033,1.9017276272222268,1.7967926906049936,1.6233197194455307,1.3989116658551422,1.2952430084491744,1.2342419521686703,1.222227875547496,1.228157651853734,1.2388547792760733,1.244801834403963,1.2537364411292378,1.1864937854903919,1.1883031027118613,1.1827520200113255
ISL,0.6272489353399839,0.6228117928787974,0.6187860970888378,0.6226212130833517,0.6337864174039469,0.6435842066099273,0.6508871158542648,0.6506691959678145,0.6527617685749103,0.6573791317595699,0.6638634231739874,0.6730799951778816,0.682004336807982,0.683171107482121,0.6759098689130953,0.667164635775483,0.6604256868005084,0.6580481822333353,0.6572261976757715,0.6596590513849144,0.6608087325097796,0.6587713106434556,0.655377481351364,0.6512561956429518,0.6502665155909684,0.6513695314294915,0.6541353734558041,0.6587651409709955,0.6659769936445803,0.6699124338293089,0.6728396111993571,0.6766709014841996,0.6808524388080395,0.6851998325811453,0.6856469317359144,0.6841735302872933,0.6810194011707172,0.6754462285700779,0.6669774451681016,0.6585662974911091,0.6491866705698882,0.6384733735683394,0.6304168002163391,0.6226593447924721,0.6171358212086846,0.6157549943063053,0.616700430742876,0.6167524027184202,0.6147228737226009,0.6121304312734331,0.6124970964933415,0.6139803601119808
ISR,1.4617559608264568,1.469315350770141,1.4689517085238826,1.4745303047605698,1.4785375160019134,1.4680508455179633,1.4426620572668674,1.4194851593323388,1.395765675212171,1.379639604744091,1.3657284106117447,1.3435705299980159,1.3306920661333987,1.3162702403812687,1.2991830677128027,1.2928046503275654,1.2948689652991496,1.296319290797826,1.303130788166118,1.3073363924535493,1.313720227082511,1.3134499178985044,1.3052463181025442,1.2881050073413376,1.2729696248748132,1.262282009569133,1.2459266283072146,1.231454721250075,1.213723060497713,1.197574643128367,1.1775136152866923,1.1579984239319503,1.1425729559920603,1.1346760255562696,1.1284456647678947,1.1222461713707725,1.1161405904105588,1.1161474669340816,1.1215616304804825,1.1264657417284727,1.1300048523386768,1.134151173947791,1.1336406973977893,1.1281782508966622,1.121520526043647,1.1142603951989396,1.1086276991297725,1.0973051428483784,1.0895143609503313,1.0783439378152646,1.0684405215291688,1.0583236576082085
ITA,0.8755115586229774,0.8818554844209282,0.8846014036025747,0.8847466916015747,0.8835964588495275,0.8824857427712143,0.8800168080177373,0.88309097884552,0.8881336782387976,0.8917934181044588,0.8939701145495516,0.9020554040261282,0.9091640808803432,0.9196663373062949,0.9322173426410201,0.9433901470282745,0.9586028987958448,0.9719067216516963,0.9851167867045356,1.000201125193983,1.0141145232797784,1.0211077494287997,1.030149580561632,1.036873471813032,1.0414074417594628,1.0470510564564257,1.0527374553912314,1.056778212604721,1.059666475128951,1.0634473328211356,1.066903503528761,1.0693110035132296,1.0724742027463834,1.076023427508305,1.081085115466759,1.0869587650920984,1.0901911268279458,1.09246304881782,1.0950745666118729,1.09702049145799,1.1000228009125883,1.1051993706850733,1.1097485803992033,1.1148668185830224,1.1228293174636914,1.1385081846770233,1.1550186751225833,1.171585591489081,1.1789018396723803,1.1855696485662783,1.1935695292154545,1.202464289545331
JAM,6.415563791793824,6.368355966500232,6.358295064016765,6.380966006590892,6.429410642357079,6.483992969779491,6.476319483538354,6.485033165591867,6.459474304012853,6.477952640832811,6.5516569072431015,6.646390294580897,6.777405691872434,6.897060213545904,6.982320887687062,7.063156726955739,7.229095971297601,7.36108505920607,7.514574397004296,7.634352892584853,7.7170418985501446,7.813733650023357,7.839325935215619,7.7974411709277245,7.748269607858444,7.652916174404247,7.49441351685636,7.362284262616988,7.1918273863009485,7.039616065018298,6.888531251592558,6.707730957378234,6.554607550064136,6.473449651428831,6.420131759783866,6.399342448919193,6.406409107612811,6.414630044643128,6.478688957817842,6.5293467745002784,6.578078558798562,6.628073607145953,6.6636657075434105,6.683529266750893,6.703100895347349,6.758441917987963,6.823633971708404,6.878236861822759,6.890171684597975,6.9204223563065606,6.95507849297975,6.991172280230868
JEY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JOR,0.6831435391803085,0.6791986587538661,0.6812566103204597,0.6784867288076363,0.6846635608267247,0.6956753307053253,0.7220693097924566,0.7600833454177913,0.795935300189129,0.8484569266094635,0.9159615061486879,0.9979343525197816,1.0740165823203873,1.1639322587945249,1.2436097801452584,1.3070300157956674,1.357630691696303,1.4014639190695362,1.4481366367038169,1.490696990781292,1.5241806305550152,1.553025809872095,1.5800688136764998,1.6002359673705322,1.6296474353586667,1.7014245938207868,1.7776983770672772,1.8558843738732473,1.9113090068611136,1.958539261883771,2.006511431925281,2.044771304519094,2.0939888060035816,2.141215850532647,2.1806537503330494,2.187294209242264,2.180855551337102,2.1663302965206865,2.1621930235480127,2.14977972187656,2.1250637745529675,2.0977300297017476,2.0569929693472786,2.0097443779485493,1.9626194116180973,1.9182904827637153,1.8803734272485682,1.851782541663972,1.8318836731683699,1.8112058435856209,1.7970138553708785,1.7836968661111394
JPN,0.6056234591952829,0.6126922734487698,0.6182344218772166,0.6231332618733276,0.6278446322513991,0.6327289444015018,0.6436355891873935,0.6599130660837258,0.6773286578281532,0.6960758400070619,0.722489741567506,0.7498360516379744,0.7795829698032983,0.8106609160925456,0.8422230291722326,0.87359791462318,0.9049078963371425,0.9317795668592236,0.9574465791099305,0.9812641331449974,0.996846216356062,1.007670134631623,1.0167865467890325,1.0240122373965883,1.028563599286883,1.0327262870877383,1.0348897588643609,1.0378620754984855,1.0432255158869472,1.0523159379201115,1.0640993957422897,1.0773440962812484,1.0898313433284053,1.1043770455716986,1.1245361318298275,1.1471295689079857,1.1682820460972452,1.189405184796986,1.2083223504027103,1.2222819712035558,1.2324234925674922,1.2414510950738504,1.249742146242163,1.25494937783639,1.257973774171901,1.2652361058671038,1.268019833779594,1.2693476948997775,1.268281640865356,1.267609484697131,1.2688205773981405,1.2715470638595527
KAZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3593591570417876,3.9851177618720257,5.773460631904601,7.7860345447393495,10.127175870042283,12.67340855791535,15.179108647915191,17.617128415334705,20.079212856518417,22.451827460004107,23.231296570704934,23.478254034850167,23.393350447627835,22.93984789365934,22.03176836965553,20.812464824643293,19.538595335314536,18.27322844873586,16.9886508099917,15.819662671676635,14.836171107558712,14.05812659420377,13.616319234881695,13.244519940659094,12.946505930325927,12.7260416806122
KEN,4.630533828740089,4.549092028996374,4.44621932120289,4.366177482748307,4.329651013509466,4.297860385323189,4.282053003317364,4.255678353571463,4.2755730079044145,4.313780363336276,4.373871034058013,4.4741897574609,4.6069902660604205,4.724711494178103,4.807369026834188,4.897393197670178,4.924507680388481,4.942217230268628,4.940927836049122,4.931963626608571,4.919349445080818,4.8681461090486335,4.7932135025651155,4.720261164330795,4.644760277226449,4.555305567087335,4.464171675245242,4.372977764189865,4.2989113827082095,4.230025082347687,4.162384881937831,4.101531662457262,4.056187764839859,4.035352346419359,4.026690924832754,4.028270764681604,4.0452452429018715,4.053989001268822,4.0590001238698985,4.054886209895261,4.041371522773297,4.025660778818622,4.009590922817543,3.9733918976360543,3.954499755953504,3.9399035532062596,3.906497323132367,3.876643363359149,3.8491907591634265,3.8211421207327616,3.801934097980002,3.7910235693712706
